Date,Actual,Forecast
5985,500.0,1966.3984553654786
5986,600.0,1966.3984553654786
5987,54.0,1966.3984553654786
5988,972.0,1966.3984553654786
5989,918.0,1966.3984553654786
5990,1296.0,1966.3984553654786
5991,2600.0,1966.3984553654786
5992,3024.0,1966.3984553654786
5993,1296.0,1966.3984553654786
5994,972.0,1966.3984553654786
5995,1080.0,1966.3984553654786
5996,2600.0,1966.3984553654786
5997,756.0,1966.3984553654786
5998,1296.0,1966.3984553654786
5999,1296.0,1966.3984553654786
6000,3186.0,1966.3984553654786
6001,500.0,1966.3984553654786
6002,2800.0,1966.3984553654786
6003,540.0,1966.3984553654786
6004,270.0,1966.3984553654786
6005,756.0,1966.3984553654786
6006,4860.0,1966.3984553654786
6007,864.0,1966.3984553654786
6008,1944.0,1966.3984553654786
6009,918.0,1966.3984553654786
6010,900.0,1966.3984553654786
6011,918.0,1966.3984553654786
6012,1404.0,1966.3984553654786
6013,1500.0,1966.3984553654786
6014,918.0,1966.3984553654786
6015,3240.0,1966.3984553654786
6016,2300.0,1966.3984553654786
6017,810.0,1966.3984553654786
6018,3780.0,1966.3984553654786
6019,1296.0,1966.3984553654786
6020,10000.0,1966.3984553654786
6021,1080.0,1966.3984553654786
6022,2300.0,1966.3984553654786
6023,270.0,1966.3984553654786
6024,2300.0,1966.3984553654786
6025,2300.0,1966.3984553654786
6026,2300.0,1966.3984553654786
6027,2300.0,1966.3984553654786
6028,2300.0,1966.3984553654786
6029,2300.0,1966.3984553654786
6030,2300.0,1966.3984553654786
6031,2300.0,1966.3984553654786
6032,2300.0,1966.3984553654786
6033,2700.0,1966.3984553654786
6034,2300.0,1966.3984553654786
6035,2300.0,1966.3984553654786
6036,3780.0,1966.3984553654786
6037,1200.0,1966.3984553654786
6038,918.0,1966.3984553654786
6039,2700.0,1966.3984553654786
